id	Accession	Gene.name	Protein.description	Protein.IDs	Majority.protein.IDs	Fasta.headers	Number.of.proteins	Peptides	Razor.and.unique.peptides	Unique.peptides	Sequence.coverage.percent	Mol.weight.kDa	Sequence.length	Q.value	Score	Intensity	MS.MS.count	Mock_01	Mock_02	Mock_03	BTX_01	BTX_02	BTX_03	Mock_01.norm	Mock_02.norm	Mock_03.norm	BTX_01.norm	BTX_02.norm	BTX_03.norm	log2FC	p.mod	p.adj.BH	Candidate
753	G3V7Y3	Atp5f1d	ATP synthase subunit delta, mitochondrial	tr|G3V7Y3|G3V7Y3_RAT;sp|P35434|ATPD_RAT	tr|G3V7Y3|G3V7Y3_RAT;sp|P35434|ATPD_RAT	tr|G3V7Y3|G3V7Y3_RAT ATP synthase subunit delta, mitochondrial OS=Rattus norvegicus OX=10116 GN=Atp5f1d PE=1 SV=1;sp|P35434|ATPD_RAT ATP synthase subunit delta, mitochondrial OS=Rattus norvegicus OX=10116 GN=Atp5f1d PE=1 SV=2	2	3	3	3	17.3	17.563	168	0	305.63	4148900000	17	17.6110103841215	17.4487132170327	17.3968221590404	17.5114438246876	17.3954002488638	17.7027273365422	-0.0304840714385133	-0.00361589568047699	-0.031641447784954	0.049459756020655	0.124394652205678	0.00317719330262173	-0.0809243388109663	0.0983107326936216	0.340019490160143	FALSE
754	P35435	Atp5f1c	ATP synthase subunit gamma, mitochondrial	sp|P35435|ATPG_RAT;tr|Q6PCU0|Q6PCU0_RAT;tr|Q6QI09|Q6QI09_RAT	sp|P35435|ATPG_RAT;tr|Q6PCU0|Q6PCU0_RAT;tr|Q6QI09|Q6QI09_RAT	sp|P35435|ATPG_RAT ATP synthase subunit gamma, mitochondrial OS=Rattus norvegicus OX=10116 GN=Atp5f1c PE=1 SV=2;tr|Q6PCU0|Q6PCU0_RAT ATP synthase subunit gamma OS=Rattus norvegicus OX=10116 GN=Atp5f1c PE=1 SV=1;tr|Q6QI09|Q6QI09_RAT LRRGT00199 OS=Rattus nor	3	19	19	19	54.2	30.19	273	0	309.36	10674000000	73	19.8581145898094	19.5684645939975	19.540964231113	19.7129031010429	19.4228778274332	19.9158297900086	0.0321845132874499	-0.0683001396776077	-0.0719349966743085	0.0664834114140577	-0.0325633901869311	0.0318440258071283	-0.0579382233662404	0.258017735847185	0.526879233151483	FALSE
755	P35439	Grin1	Glutamate receptor ionotropic, NMDA 1	sp|P35439|NMDZ1_RAT	sp|P35439|NMDZ1_RAT	sp|P35439|NMDZ1_RAT Glutamate receptor ionotropic, NMDA 1 OS=Rattus norvegicus OX=10116 GN=Grin1 PE=1 SV=1	1	16	16	2	16.6	105.51	938	0	136.93	722290000	19	17.7216065640403	17.5232096925854	17.5300862310615	17.4915399774916	17.3071474329916	17.7270030605915	0.0269986199144933	0.0177670913064529	0.0485091356703506	-0.0235575797410912	-0.0169716522323119	-0.0256605712138407	0.0531548833595135	0.133181800130161	0.389316031249912	FALSE
756	P35465	Pak1	Serine/threonine-protein kinase PAK 1	sp|P35465|PAK1_RAT	sp|P35465|PAK1_RAT	sp|P35465|PAK1_RAT Serine/threonine-protein kinase PAK 1 OS=Rattus norvegicus OX=10116 GN=Pak1 PE=1 SV=3	1	17	9	8	37.5	60.577	544	0	171.65	442890000	14	16.5520986783832	16.3298138533514	16.2614889448408	16.3133436481201	16.1393714839259	16.4958550268872	0.0513120753503198	0.0181925931653729	-0.0262668094574116	-0.00793256801960574	0.00907373979495141	-0.0629872638252106	0.0350279837027153	0.401451210324034	0.649987672841632	FALSE
757	P35467	S100a1	Protein S100-A1	sp|P35467|S10A1_RAT	sp|P35467|S10A1_RAT	sp|P35467|S10A1_RAT Protein S100-A1 OS=Rattus norvegicus OX=10116 GN=S100a1 PE=1 SV=3	1	2	2	2	38.3	10.56	94	0	47.774	7310500	2	11.3246306152672	10.6865005271832	10.8802722705799	11.2087830390862	11.0615062069354	11.5723686432348	-0.0319802637703308	-0.480945009007417	-0.263307759722911	0.0316825469418734	0.0753841867997995	0.157702076517748	-0.34700061425336	0.0196668028189639	0.170548862241094	FALSE
758	A0A0G2K7Q7	Ide	Insulin-degrading enzyme	tr|A0A0G2K7Q7|A0A0G2K7Q7_RAT;sp|P35559|IDE_RAT	tr|A0A0G2K7Q7|A0A0G2K7Q7_RAT;sp|P35559|IDE_RAT	tr|A0A0G2K7Q7|A0A0G2K7Q7_RAT Insulin-degrading enzyme OS=Rattus norvegicus OX=10116 GN=Ide PE=1 SV=1;sp|P35559|IDE_RAT Insulin-degrading enzyme OS=Rattus norvegicus OX=10116 GN=Ide PE=1 SV=1	2	8	8	8	9.4	113.16	978	0	50.498	38712000	8	13.9896605897365	13.7732422526853	13.6632245202532	13.9255544398736	13.6135592777883	14.1181299774973	0.00234417075737314	-0.0249088234469693	-0.11106104999125	0.11774840778755	-0.00326828228898279	0.0727578708386329	-0.106954566339349	0.0710960193565135	0.30115544609477	FALSE
759	P35565	Canx	Calnexin	sp|P35565|CALX_RAT	sp|P35565|CALX_RAT	sp|P35565|CALX_RAT Calnexin OS=Rattus norvegicus OX=10116 GN=Canx PE=1 SV=1	1	20	20	20	29.1	67.254	591	0	271.07	1930100000	48	18.38422725562	18.1908952976622	18.1637872411833	18.3057233400476	18.1607380805959	18.5606686874846	-0.0506520940746382	-0.0548187091855563	-0.0580612597765743	0.0503543772461809	0.0963475898032195	0.0677336501104529	-0.125989226732207	0.00676432769761296	0.090850970377696	FALSE
760	P35571	Gpd2	Glycerol-3-phosphate dehydrogenase, mitochondrial	sp|P35571|GPDM_RAT;tr|A0A0G2K0Z7|A0A0G2K0Z7_RAT;tr|A0A0G2K1F9|A0A0G2K1F9_RAT;tr|F1LNI0|F1LNI0_RAT	sp|P35571|GPDM_RAT;tr|A0A0G2K0Z7|A0A0G2K0Z7_RAT;tr|A0A0G2K1F9|A0A0G2K1F9_RAT;tr|F1LNI0|F1LNI0_RAT	sp|P35571|GPDM_RAT Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Gpd2 PE=1 SV=1;tr|A0A0G2K0Z7|A0A0G2K0Z7_RAT Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Rattus norvegicus OX=10116 GN=Gpd2 PE=1 SV=1;tr|A0A0G2K1F	4	27	27	27	39.3	80.972	727	0	323.31	2231800000	49	18.4929875827741	18.2721194448601	18.2379474800351	18.3573715877314	18.2445589514848	18.6183066313972	-0.0220960543394577	-0.0537988494066403	-0.0641053083437381	0.0217983375110004	0.0999641732731062	0.0451673066041421	-0.102310009826028	0.0297358594290876	0.207392287620736	FALSE
761	P35738	Bckdhb	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial	sp|P35738|ODBB_RAT;tr|A0A0A0MXW1|A0A0A0MXW1_RAT	sp|P35738|ODBB_RAT;tr|A0A0A0MXW1|A0A0A0MXW1_RAT	sp|P35738|ODBB_RAT 2-oxoisovalerate dehydrogenase subunit beta, mitochondrial OS=Rattus norvegicus OX=10116 GN=Bckdhb PE=1 SV=3;tr|A0A0A0MXW1|A0A0A0MXW1_RAT 2-oxoisovalerate dehydrogenase subunit beta, mitochondrial OS=Rattus norvegicus OX=10116 GN=Bckdhb	2	4	4	4	17.2	42.823	390	0	144.95	64902000	6	14.2153813207211	13.9545598469998	14.0020238474814	14.12153351734	13.9260179563565	14.3284645657089	-0.0285929051459799	-0.10024903602035	-0.0289195296509101	0.0570696783661134	0.0525325893913817	0.026434652162374	-0.0979327969123696	0.0338612345544069	0.218954200602456	FALSE
762	P35745	Acyp2	Acylphosphatase-2	sp|P35745|ACYP2_RAT;tr|D4A1G1|D4A1G1_RAT	sp|P35745|ACYP2_RAT;tr|D4A1G1|D4A1G1_RAT	sp|P35745|ACYP2_RAT Acylphosphatase-2 OS=Rattus norvegicus OX=10116 GN=Acyp2 PE=1 SV=2;tr|D4A1G1|D4A1G1_RAT Acylphosphatase OS=Rattus norvegicus OX=10116 GN=Acyp2 PE=1 SV=2	2	5	5	5	39.2	10.863	97	0	40.096	256690000	6	16.1567941332494	15.8779311303384	15.7796680638789	15.8994041307581	15.8582481721215	16.288613782291	0.0387909493848415	-0.0509067106792746	-0.125304271250886	-0.0390886662132989	0.110733847158836	0.112554910746943	-0.107206708079266	0.136002968292472	0.392839460646893	FALSE
763	P36201	Crip2	Cysteine-rich protein 2	sp|P36201|CRIP2_RAT	sp|P36201|CRIP2_RAT	sp|P36201|CRIP2_RAT Cysteine-rich protein 2 OS=Rattus norvegicus OX=10116 GN=Crip2 PE=2 SV=1	1	2	2	1	15.4	22.696	208	0	71.936	103920000	2	14.5783137179906	14.5887731853293	14.6321432286289	14.3619437737352	13.8375293850624	14.3505939318162	0.0182809202668963	0.21790573045241	0.285141279639831	-0.0185786370953537	-0.352014553759415	-0.267494553587052	0.386471891600319	0.0101689213825122	0.116194396655957	FALSE
764	P36407	Trim23	E3 ubiquitin-protein ligase TRIM23	sp|P36407|TRI23_RAT;tr|F1LSC5|F1LSC5_RAT;tr|H9KVE7|H9KVE7_RAT	sp|P36407|TRI23_RAT;tr|F1LSC5|F1LSC5_RAT;tr|H9KVE7|H9KVE7_RAT	sp|P36407|TRI23_RAT E3 ubiquitin-protein ligase TRIM23 OS=Rattus norvegicus OX=10116 GN=Trim23 PE=2 SV=2;tr|F1LSC5|F1LSC5_RAT E3 ubiquitin-protein ligase TRIM23 OS=Rattus norvegicus OX=10116 GN=Trim23 PE=1 SV=2;tr|H9KVE7|H9KVE7_RAT E3 ubiquitin-protein lig	3	1	1	1	1.7	63.892	573	0.0040323	6.6518	19167000	1	11.780498757934	11.0737399147495	10.9809963697306	11.4022659765531	11.5470391078874	11.9381828562027	0.0992123388296209	-0.418381161508011	-0.487259200639074	-0.0995100556580782	0.236241547684978	0.198840749418865	-0.380666754921076	0.0679068622133862	0.296778138562206	FALSE
765	P36506	Map2k2	Dual specificity mitogen-activated protein kinase kinase 2	sp|P36506|MP2K2_RAT	sp|P36506|MP2K2_RAT	sp|P36506|MP2K2_RAT Dual specificity mitogen-activated protein kinase kinase 2 OS=Rattus norvegicus OX=10116 GN=Map2k2 PE=1 SV=1	1	11	4	4	30.8	44.281	400	0	87.011	50810000	5	15.0190694293311	14.7919768208987	14.7827423166476	14.8057942447024	14.4316934673706	14.9765641234153	0.0365569485491928	-0.00137031703634788	0.0132606846004298	0.00279215081364115	-0.180330154509425	-0.064004045046087	0.0966631216183819	0.114944235055494	0.362727557424404	FALSE
766	P36860	Ralb	Ras-related protein Ral-B	sp|P36860|RALB_RAT;tr|F1LQ62|F1LQ62_RAT	sp|P36860|RALB_RAT;tr|F1LQ62|F1LQ62_RAT	sp|P36860|RALB_RAT Ras-related protein Ral-B OS=Rattus norvegicus OX=10116 GN=Ralb PE=2 SV=1;tr|F1LQ62|F1LQ62_RAT Ras-related protein Ral-B OS=Rattus norvegicus OX=10116 GN=Ralb PE=1 SV=3	2	6	2	2	29.1	23.317	206	0.0011782	11.196	46652000	2	14.2237754814504	14.0761475280225	13.9803181179575	13.9230488742546	14.0929222751318	14.7549918600094	-0.0210904194743383	0.0204469699446763	-0.0515169342324569	-0.142306639776948	0.218545233108969	0.452070271405224	-0.193489749499788	0.220196786369419	0.486642262317432	FALSE
767	P36876	Ppp2r2a	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform	sp|P36876|2ABA_RAT	sp|P36876|2ABA_RAT	sp|P36876|2ABA_RAT Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Rattus norvegicus OX=10116 GN=Ppp2r2a PE=2 SV=1	1	10	10	6	25.7	51.677	447	0	128.72	439740000	18	17.1012370688473	16.7867290765428	16.7556439255757	16.8304656902347	16.6413179708876	17.240791332162	0.0909162012762816	-0.0344264481813185	-0.041646093260536	-0.00034479044314828	0.00148596221849395	0.17241477691148	-0.0529040962841329	0.442151753763248	0.682330403752345	FALSE
768	A0A0G2K398	Gpx4	Glutathione peroxidase	tr|A0A0G2K398|A0A0G2K398_RAT;sp|P36970|GPX4_RAT;tr|F8WFK6|F8WFK6_RAT	tr|A0A0G2K398|A0A0G2K398_RAT;sp|P36970|GPX4_RAT;tr|F8WFK6|F8WFK6_RAT	tr|A0A0G2K398|A0A0G2K398_RAT Glutathione peroxidase OS=Rattus norvegicus OX=10116 GN=Gpx4 PE=1 SV=1;sp|P36970|GPX4_RAT Phospholipid hydroperoxide glutathione peroxidase OS=Rattus norvegicus OX=10116 GN=Gpx4 PE=1 SV=3;tr|F8WFK6|F8WFK6_RAT Glutathione peroxi	3	4	4	4	21.9	22.074	196	0	25.794	133290000	10	15.119346449399	14.961901822341	14.9302291267287	14.9129828689241	14.7489265921334	15.0814002160902	-0.000496556583975738	0.0312241592049158	0.0234169694804349	-0.0273497501656781	-0.000427554947633912	-0.0964984775722698	0.0594734515956522	0.169914370540912	0.434181809951411	FALSE
769	P36972	Aprt	Adenine phosphoribosyltransferase	sp|P36972|APT_RAT	sp|P36972|APT_RAT	sp|P36972|APT_RAT Adenine phosphoribosyltransferase OS=Rattus norvegicus OX=10116 GN=Aprt PE=1 SV=1	1	5	5	5	35.6	19.546	180	0	43.326	154120000	5	15.0922203241543	14.7547309512392	14.8656849482633	14.9447120610435	14.5255208090951	15.117480772833	0.0228506432201797	-0.125473386847966	0.00934611606388541	0.0548527670025532	-0.173360012937105	-0.00994459578059265	0.0117250713837478	0.876593531020732	0.940615188431766	FALSE
770	M0R4A5	Ache	Carboxylic ester hydrolase	tr|M0R4A5|M0R4A5_RAT;tr|A0A0G2K6V0|A0A0G2K6V0_RAT;sp|P37136|ACES_RAT	tr|M0R4A5|M0R4A5_RAT;tr|A0A0G2K6V0|A0A0G2K6V0_RAT;sp|P37136|ACES_RAT	tr|M0R4A5|M0R4A5_RAT Carboxylic ester hydrolase OS=Rattus norvegicus OX=10116 GN=Ache PE=3 SV=2;tr|A0A0G2K6V0|A0A0G2K6V0_RAT Carboxylic ester hydrolase OS=Rattus norvegicus OX=10116 GN=Ache PE=3 SV=1;sp|P37136|ACES_RAT Acetylcholinesterase OS=Rattus norveg	3	2	2	2	3.4	67.847	613	0.0011845	11.311	4589200	2	12.8789130524818	12.8186221186511	12.5094533800785	12.6196697733787	12.2096665860477	12.9584620910369	0.0397175876907445	0.168591996706934	-0.116711235977839	-0.0400153045192019	-0.259040019841453	0.0612109385663649	0.109814244738043	0.331886935947392	0.598531882291435	FALSE
771	A0A140TAB3	Klc1	Kinesin light chain 1	tr|A0A140TAB3|A0A140TAB3_RAT;sp|P37285|KLC1_RAT;tr|A0A1B0GWT8|A0A1B0GWT8_RAT	tr|A0A140TAB3|A0A140TAB3_RAT;sp|P37285|KLC1_RAT	tr|A0A140TAB3|A0A140TAB3_RAT Kinesin light chain 1 OS=Rattus norvegicus OX=10116 GN=Klc1 PE=1 SV=1;sp|P37285|KLC1_RAT Kinesin light chain 1 OS=Rattus norvegicus OX=10116 GN=Klc1 PE=1 SV=2	3	15	10	10	29.9	62.852	552	0	106.47	254060000	16	16.7050923555225	16.4381258296226	16.4808375245534	16.5604522576669	16.294171990609	16.8641135823895	0.00521037768291865	-0.0725908053700752	-0.00601360455143268	0.0400806667205037	-0.0352211283286576	0.106175916870493	-0.0614764958336426	0.247958250648856	0.518843609970754	FALSE
772	P37377	Snca	Alpha-synuclein	sp|P37377|SYUA_RAT	sp|P37377|SYUA_RAT	sp|P37377|SYUA_RAT Alpha-synuclein OS=Rattus norvegicus OX=10116 GN=Snca PE=1 SV=1	1	11	11	8	67.1	14.515	140	0	323.31	8225700000	56	19.6701894274575	19.4671836198059	19.4172633006974	19.4180049297276	19.2532196401685	19.681231547538	0.0431551829538565	0.0293147181491411	0.00325990492846268	-0.0295189278828725	-0.00332574543320285	-0.00385838464516991	0.0374776213309018	0.284824570718024	0.549461118332954	FALSE
773	P37397	Cnn3	Calponin-3	sp|P37397|CNN3_RAT;tr|D3ZRX9|D3ZRX9_RAT	sp|P37397|CNN3_RAT	sp|P37397|CNN3_RAT Calponin-3 OS=Rattus norvegicus OX=10116 GN=Cnn3 PE=1 SV=1	2	6	6	6	26.4	36.434	330	0	53.482	50170000	8	14.2683957935566	14.1583730062287	14.0823985634278	13.7490313820402	13.4321503779178	13.9924958323925	0.165898697929985	0.245041253449038	0.192932316535941	-0.173955326693223	-0.299857858806829	-0.168056950913591	0.415247468109536	0.000116794691192864	0.00736181555159451	FALSE
775	P37805	Tagln3	Transgelin-3	sp|P37805|TAGL3_RAT;tr|A0A0G2K6I5|A0A0G2K6I5_RAT;sp|Q5XFX0|TAGL2_RAT	sp|P37805|TAGL3_RAT;tr|A0A0G2K6I5|A0A0G2K6I5_RAT	sp|P37805|TAGL3_RAT Transgelin-3 OS=Rattus norvegicus OX=10116 GN=Tagln3 PE=1 SV=2;tr|A0A0G2K6I5|A0A0G2K6I5_RAT Transgelin OS=Rattus norvegicus OX=10116 GN=Tagln3 PE=1 SV=1	3	14	14	14	67.8	22.5	199	0	140.65	1624400000	36	18.2602212390391	18.0527696845899	18.012962739981	18.0300959276607	17.7451096761108	18.3978667878791	0.0267150928314164	0.00842888122915758	-0.00751255749192098	-0.0238998316537787	-0.117907611194902	0.106304953991917	0.0210446351418058	0.738820027464055	0.869853118272386	FALSE
776	P37996	Arl3	ADP-ribosylation factor-like protein 3	sp|P37996|ARL3_RAT;tr|F8WG91|F8WG91_RAT	sp|P37996|ARL3_RAT;tr|F8WG91|F8WG91_RAT	sp|P37996|ARL3_RAT ADP-ribosylation factor-like protein 3 OS=Rattus norvegicus OX=10116 GN=Arl3 PE=1 SV=2;tr|F8WG91|F8WG91_RAT ADP-ribosylation factor-like protein 3 OS=Rattus norvegicus OX=10116 GN=Arl3 PE=1 SV=2	2	5	5	5	35.2	20.456	182	0	86.326	163790000	8	16.5510172653467	16.3649724719238	16.3361927143993	16.3577925253757	16.2213983140194	16.5522037725393	0.000495237672089921	0.00361578709605165	-0.00129846454060395	-0.0132191154057862	0.0413651452466779	-0.0563739428147942	0.0103468244004801	0.791271912444804	0.89625039380104	FALSE
777	Q6IRK1	Metap2	Methionine aminopeptidase 2	tr|Q6IRK1|Q6IRK1_RAT;sp|P38062|MAP2_RAT;tr|F1LRI8|F1LRI8_RAT	tr|Q6IRK1|Q6IRK1_RAT;sp|P38062|MAP2_RAT;tr|F1LRI8|F1LRI8_RAT	tr|Q6IRK1|Q6IRK1_RAT Methionine aminopeptidase 2 OS=Rattus norvegicus OX=10116 GN=Metap2 PE=1 SV=1;sp|P38062|MAP2_RAT Methionine aminopeptidase 2 OS=Rattus norvegicus OX=10116 GN=Metap2 PE=1 SV=2;tr|F1LRI8|F1LRI8_RAT Methionine aminopeptidase 2 OS=Rattus n	3	2	2	2	4.5	48.907	442	0	13.984	28500000	2	12.4714720035965	12.3337423741968	12.1256717633926	12.1777621062405	11.9425878111517	12.5296989602568	0.0569676359026493	0.108403349349851	-0.0758017555665128	-0.0572318745601523	-0.10142769764025	0.0571389048835018	0.0636966323342961	0.3636678384504	0.621305807036104	FALSE
778	G3V8E8	Gnal	Guanine nucleotide-binding protein G(olf) subunit alpha	tr|G3V8E8|G3V8E8_RAT;sp|P38406|GNAL_RAT;tr|A0A0G2K526|A0A0G2K526_RAT;tr|A0A0G2K795|A0A0G2K795_RAT	tr|G3V8E8|G3V8E8_RAT;sp|P38406|GNAL_RAT;tr|A0A0G2K526|A0A0G2K526_RAT;tr|A0A0G2K795|A0A0G2K795_RAT	tr|G3V8E8|G3V8E8_RAT Guanine nucleotide-binding protein G(olf) subunit alpha OS=Rattus norvegicus OX=10116 GN=Gnal PE=4 SV=3;sp|P38406|GNAL_RAT Guanine nucleotide-binding protein G(olf) subunit alpha OS=Rattus norvegicus OX=10116 GN=Gnal PE=2 SV=2;tr|A0A0G	4	3	1	1	11.1	43.975	378	0	79.913	11778000	1	14.2721194448601	13.9127957974715	14.0689461796488	13.977458818043	13.8404829039885	14.2081581361741	0.0887195468344524	-0.0814387577072466	0.09857713035788	-0.0264306930894608	0.0275718648648065	-0.0332974495310174	0.0460047324135859	0.452616503664049	0.688682631074152	FALSE
779	G3V6T7	Pdia4	Protein disulfide-isomerase A4	tr|G3V6T7|G3V6T7_RAT;sp|P38659|PDIA4_RAT	tr|G3V6T7|G3V6T7_RAT;sp|P38659|PDIA4_RAT	tr|G3V6T7|G3V6T7_RAT Protein disulfide-isomerase A4 OS=Rattus norvegicus OX=10116 GN=Pdia4 PE=1 SV=1;sp|P38659|PDIA4_RAT Protein disulfide-isomerase A4 OS=Rattus norvegicus OX=10116 GN=Pdia4 PE=1 SV=2	2	12	12	12	19.9	72.747	643	0	84.256	137570000	14	15.8321483067602	15.7661665329655	15.6723700906439	15.7854013803191	15.5995351543124	16.0100035212952	-0.121710899142801	0.00147266990939371	-0.068458266524368	0.0110525613093223	0.0161648073113618	-0.00191137228724897	-0.0713341640304036	0.134132822912737	0.390408964981407	FALSE
780	P38718	Mpc2	Mitochondrial pyruvate carrier 2	sp|P38718|MPC2_RAT	sp|P38718|MPC2_RAT	sp|P38718|MPC2_RAT Mitochondrial pyruvate carrier 2 OS=Rattus norvegicus OX=10116 GN=Mpc2 PE=2 SV=1	1	5	5	5	26.8	14.258	127	0	32.926	492550000	15	15.1915604917295	15.0733047782537	14.9924515745494	15.2619479837585	15.1358295056821	15.4927607568437	-0.157246454591791	-0.0863368252207707	-0.143324523037261	0.092651424330333	0.157511418262632	0.0858981228429155	-0.240989589428568	0.000697248757041725	0.0211288966338992	FALSE
781	P38983	Rpsa	40S ribosomal protein SA	sp|P38983|RSSA_RAT	sp|P38983|RSSA_RAT	sp|P38983|RSSA_RAT 40S ribosomal protein SA OS=Rattus norvegicus OX=10116 GN=Rpsa PE=1 SV=3	1	6	6	6	32.5	32.824	295	0	191.84	130330000	8	15.415576736084	15.1586885735819	15.1905963424756	15.1909049403465	15.0785678077783	15.4718022066056	0.0065906411574298	-0.0611321784978308	-0.00535890371621944	-0.0385707676868956	0.0400705717536139	0.00476042399951221	-0.0220535563742836	0.588796131718833	0.780651051042947	FALSE
782	D4A1Q0	Rpl36	Uncharacterized protein	tr|D4A1Q0|D4A1Q0_RAT;tr|A0A140TAI6|A0A140TAI6_RAT;sp|P39032|RL36_RAT;tr|D3ZZ95|D3ZZ95_RAT;tr|M0RCN1|M0RCN1_RAT;tr|F1M706|F1M706_RAT;tr|D3ZJJ6|D3ZJJ6_RAT;tr|A0A0G2K6X1|A0A0G2K6X1_RAT;tr|A0A0G2JUV9|A0A0G2JUV9_RAT	tr|D4A1Q0|D4A1Q0_RAT;tr|A0A140TAI6|A0A140TAI6_RAT;sp|P39032|RL36_RAT;tr|D3ZZ95|D3ZZ95_RAT;tr|M0RCN1|M0RCN1_RAT;tr|F1M706|F1M706_RAT;tr|D3ZJJ6|D3ZJJ6_RAT	tr|D4A1Q0|D4A1Q0_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=4 SV=1;tr|A0A140TAI6|A0A140TAI6_RAT 60S ribosomal protein L36 OS=Rattus norvegicus OX=10116 GN=Rpl36 PE=3 SV=1;sp|P39032|RL36_RAT 60S ribosomal protein L36 OS=Rattus norvegicus O	9	3	3	3	27.9	12.124	104	0	23.304	89425000	4	15.4192030908679	15.1279943209764	15.1904420187828	15.2061749450474	14.9570566844911	15.4508568351794	0.0299133663093499	-0.0721300607352878	0.0141831429589709	-0.00360439261799361	-0.0617441811655354	0.00351142294134305	0.0112678664584063	0.799364913733554	0.902323770063431	FALSE
783	A0A0A0MY48	Dnm2	Dynamin-2	tr|A0A0A0MY48|A0A0A0MY48_RAT;tr|A0A0A0MY49|A0A0A0MY49_RAT;sp|P39052|DYN2_RAT	tr|A0A0A0MY48|A0A0A0MY48_RAT;tr|A0A0A0MY49|A0A0A0MY49_RAT;sp|P39052|DYN2_RAT	tr|A0A0A0MY48|A0A0A0MY48_RAT Dynamin-2 OS=Rattus norvegicus OX=10116 GN=Dnm2 PE=1 SV=2;tr|A0A0A0MY49|A0A0A0MY49_RAT Dynamin-2 OS=Rattus norvegicus OX=10116 GN=Dnm2 PE=1 SV=2;sp|P39052|DYN2_RAT Dynamin-2 OS=Rattus norvegicus OX=10116 GN=Dnm2 PE=1 SV=1	3	22	4	4	19.5	97.253	860	0	51.311	470250000	10	16.8641135823895	16.2903788996039	16.2340502342085	16.5482048028571	16.5120768531669	16.9758927381364	0.0680503379054285	-0.316519002033378	-0.348982161540885	-0.0683480547338858	0.086502467584703	0.121773805972765	-0.245793014830806	0.0850398268744135	0.317841162888079	FALSE
784	P39069	Ak1	Adenylate kinase isoenzyme 1	sp|P39069|KAD1_RAT;tr|A0A0G2K7Q6|A0A0G2K7Q6_RAT;tr|M0RC66|M0RC66_RAT	sp|P39069|KAD1_RAT;tr|A0A0G2K7Q6|A0A0G2K7Q6_RAT	sp|P39069|KAD1_RAT Adenylate kinase isoenzyme 1 OS=Rattus norvegicus OX=10116 GN=Ak1 PE=1 SV=3;tr|A0A0G2K7Q6|A0A0G2K7Q6_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=3 SV=1	3	17	17	17	80.9	21.584	194	0	252.66	2397100000	36	18.1637381122722	18.0149249232701	17.9482645563774	17.9701733130946	17.7179307356209	18.1996435918585	0.00887958794145505	0.0492317417862522	0.00643688078141985	-0.00517482434297856	-0.066438929807855	-0.0132706201516993	0.0498108616038866	0.206513596867769	0.472992682013753	FALSE
785	P40112	Psmb3	Proteasome subunit beta type-3	sp|P40112|PSB3_RAT;tr|D3Z8J0|D3Z8J0_RAT	sp|P40112|PSB3_RAT;tr|D3Z8J0|D3Z8J0_RAT	sp|P40112|PSB3_RAT Proteasome subunit beta type-3 OS=Rattus norvegicus OX=10116 GN=Psmb3 PE=1 SV=1;tr|D3Z8J0|D3Z8J0_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=4 SV=1	2	2	2	2	14.6	22.965	205	0	33.574	36423000	4	14.0963857344527	13.4642904738508	13.5502658068687	13.7101606917829	13.1755183636359	13.8499914431793	0.318470289042664	-0.124459628712339	-0.0146187898065389	0.111755633266073	-0.231908222872206	0.0140203100898317	0.0951747166800294	0.512845471425559	0.727599006182953	FALSE
786	G3V6N0	Adcy8	Adenylate cyclase	tr|G3V6N0|G3V6N0_RAT;sp|P40146|ADCY8_RAT	tr|G3V6N0|G3V6N0_RAT;sp|P40146|ADCY8_RAT	tr|G3V6N0|G3V6N0_RAT Adenylate cyclase OS=Rattus norvegicus OX=10116 GN=Adcy8 PE=1 SV=1;sp|P40146|ADCY8_RAT Adenylate cyclase type 8 OS=Rattus norvegicus OX=10116 GN=Adcy8 PE=1 SV=1	2	2	2	2	1.6	139.81	1248	0.0011831	11.296	14168000	2	12.0598514107708	11.8830250684402	11.4696418172395	11.7204580383933	11.6686191068737	11.780252676223	0.0908838011274626	0.103222801643714	-0.286294943669116	-0.0689991843568975	0.0701403561322431	-0.246770621099852	0.0511470361421889	0.704953400642524	0.852268750652956	FALSE
