Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Prep35	Razor + unique peptides Prep35	Unique peptides Prep35	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 Prep35	Reporter intensity corrected 2 Prep35	Reporter intensity corrected 3 Prep35	Reporter intensity corrected 4 Prep35	Reporter intensity corrected 5 Prep35	Reporter intensity corrected 6 Prep35	Reporter intensity 1 Prep35	Reporter intensity 2 Prep35	Reporter intensity 3 Prep35	Reporter intensity 4 Prep35	Reporter intensity 5 Prep35	Reporter intensity 6 Prep35	Reporter intensity count 1 Prep35	Reporter intensity count 2 Prep35	Reporter intensity count 3 Prep35	Reporter intensity count 4 Prep35	Reporter intensity count 5 Prep35	Reporter intensity count 6 Prep35	Sequence coverage Prep35 [%]	Intensity	Intensity Prep35	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
sp|P59215|GNAO_RAT;tr|A0A0G2JWA1|A0A0G2JWA1_RAT	sp|P59215|GNAO_RAT	18;1	18;1	16;0	sp|P59215|GNAO_RAT Guanine nucleotide-binding protein G(o) subunit alpha OS=Rattus norvegicus OX=10116 GN=Gnao1 PE=1 SV=2	2	18	18	16	18	18	16	45.5	45.5	39	40.068	354	354;898	5.7	7	2	1	5	12	4	5	8	6	2	1		0	279.24	903280	774030	802990	642640	770980	915630	826390	735120	819890	658780	798650	873170	64	64	64	64	64	63	903280	774030	802990	642640	770980	915630	826390	735120	819890	658780	798650	873170	64	64	64	64	64	63	45.5	15209000000	15209000000	91				912	1858;1859;1860;5267;7175;11864;12101;15175;16142;17598;17831;18404;19101;19883;20729;23544;26081;29833	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1890;1891;1892;1893;5380;7350;12187;12428;15600;16594;18080;18333;18334;19015;19016;19754;20570;21438;24312;26933;30819	2667;2668;2669;2670;2671;2672;2673;2674;7463;10043;10044;10045;10046;10047;10048;16707;16708;17082;17083;17084;17085;21368;21369;22667;22668;22669;24556;24557;24896;24897;24898;24899;24900;24901;24902;25848;25849;26899;26900;26901;26902;28151;29178;32833;32834;32835;36348;36349;36350;36351;36352;41823;41824	3688;3689;3690;3691;3692;3693;3694;3695;3696;3697;3698;3699;3700;3701;10145;13480;13481;13482;13483;13484;13485;13486;13487;22603;22604;22605;22606;22607;23178;23179;23180;23181;23182;23183;23184;23185;23186;29223;29224;29225;31004;31005;31006;31007;31008;31009;33468;33469;33936;33937;33938;33939;33940;33941;33942;33943;33944;33945;33946;35287;35288;36782;36783;36784;36785;36786;36787;36788;36789;38594;39877;44667;44668;44669;44670;44671;44672;49296;49297;49298;49299;49300;49301;49302;49303;56927;56928;56929;56930;56931;56932	3688;3699;3701;10145;13480;22606;23180;29224;31006;33469;33938;35288;36782;38594;39877;44668;49296;56931	453;454;455;456;457	88;106;114;128;129
sp|P59649|FXYD7_RAT	sp|P59649|FXYD7_RAT	1	1	1	sp|P59649|FXYD7_RAT FXYD domain-containing ion transport regulator 7 OS=Rattus norvegicus OX=10116 GN=Fxyd7 PE=1 SV=1	1	1	1	1	1	1	1	16.2	16.2	16.2	8.4867	80	80	4				1									0	32.978	13152	11673	12886	10605	11549	13747	12032	11095	13102	10831	12008	13109	2	2	2	2	2	2	13152	11673	12886	10605	11549	13747	12032	11095	13102	10831	12008	13109	2	2	2	2	2	2	16.2	235670000	235670000	2				913	22074	True	22809	31001	42305;42306	42306		
sp|P60042|SMS_RAT	sp|P60042|SMS_RAT	2	2	2	sp|P60042|SMS_RAT Somatostatin OS=Rattus norvegicus OX=10116 GN=Sst PE=1 SV=1	1	2	2	2	2	2	2	16.4	16.4	16.4	12.745	116	116	4	1						1						0	13.257	24381	17335	20455	16875	18939	20461	22302	16527	20729	17243	19593	19558	2	2	2	2	2	2	24381	17335	20455	16875	18939	20461	22302	16527	20729	17243	19593	19558	2	2	2	2	2	2	16.4	97676000	97676000	2				914	21757;22751	True;True	22490;23499	30565;31852	41724;43436	41724;43436		
sp|P60123|RUVB1_RAT;tr|A0A0G2K0H9|A0A0G2K0H9_RAT	sp|P60123|RUVB1_RAT;tr|A0A0G2K0H9|A0A0G2K0H9_RAT	5;3	5;3	5;3	sp|P60123|RUVB1_RAT RuvB-like 1 OS=Rattus norvegicus OX=10116 GN=Ruvbl1 PE=1 SV=1;tr|A0A0G2K0H9|A0A0G2K0H9_RAT RuvB-like helicase OS=Rattus norvegicus OX=10116 GN=RGD1564855 PE=3 SV=1	2	5	5	5	5	5	5	16	16	16	50.213	456	456;455	6.2				1	1	1		2					0	52.466	12186	9040.9	9580.8	8983.1	9760.1	12189	11147	8599.8	9798.3	9103.8	10170	11610	3	3	3	3	3	3	12186	9040.9	9580.8	8983.1	9760.1	12189	11147	8599.8	9798.3	9103.8	10170	11610	3	3	3	3	3	3	16	15313000	15313000	5				915	2282;10145;11543;14945;24397	True;True;True;True;True	2328;10412;11854;15362;25182	3237;14333;16288;21072;34007	4441;19312;22051;28855;46198	4441;19312;22051;28855;46198		
sp|P60192|SNAPN_RAT	sp|P60192|SNAPN_RAT	2	2	2	sp|P60192|SNAPN_RAT SNARE-associated protein Snapin OS=Rattus norvegicus OX=10116 GN=Snapin PE=1 SV=1	1	2	2	2	2	2	2	26.5	26.5	26.5	14.904	136	136	9.5							1					1	0.00031027	12.365	1532.6	1512.3	1604.9	1535.1	1378.8	1717.4	1402.3	1435.3	1639.4	1549	1448.2	1636	1	1	1	1	1	1	1532.6	1512.3	1604.9	1535.1	1378.8	1717.4	1402.3	1435.3	1639.4	1549	1448.2	1636	1	1	1	1	1	1	26.5	5037500	5037500	2				916	4044;26564	True;True	4126;27436	5730;37052	7825;50242	7825;50242		
sp|P60203|MYPR_RAT	sp|P60203|MYPR_RAT	5	5	5	sp|P60203|MYPR_RAT Myelin proteolipid protein OS=Rattus norvegicus OX=10116 GN=Plp1 PE=1 SV=2	1	5	5	5	5	5	5	19.9	19.9	19.9	30.077	277	277	6.77		1	1		1	5	1		2		1	1	0	96.397	264340	246810	230740	270610	240860	344220	241860	233880	238920	270260	254700	326950	19	19	19	19	19	19	264340	246810	230740	270610	240860	344220	241860	233880	238920	270260	254700	326950	19	19	19	19	19	19	19.9	2380600000	2380600000	22				917	9474;9829;15688;18470;25871	True;True;True;True;True	9706;10089;16127;19106;26715	13380;13381;13382;13383;13931;13932;13933;22073;22074;26049;26050;36072;36073	18007;18008;18009;18010;18011;18012;18806;18807;18808;18809;18810;18811;30231;30232;30233;30234;30235;35704;35705;35706;48951;48952	18012;18809;30231;35706;48951		
sp|P60517|GBRAP_RAT	sp|P60517|GBRAP_RAT	4	2	1	sp|P60517|GBRAP_RAT Gamma-aminobutyric acid receptor-associated protein OS=Rattus norvegicus OX=10116 GN=Gabarap PE=1 SV=1	1	4	2	1	4	2	1	33.3	23.9	9.4	13.918	117	117	10.5									1			1	0	15.296	2701.8	2532.1	2406.9	2422.6	2646.9	2289.8	2472	2399.9	2481.7	2446	2720.5	2202.8	1	1	1	1	1	1	2701.8	2532.1	2406.9	2422.6	2646.9	2289.8	2472	2399.9	2481.7	2446	2720.5	2202.8	1	1	1	1	1	1	33.3	44793000	44793000	2				918	8238;27967;29452;29521	True;False;True;False	8444;28897;30425;30497	11460;39051;41166;41286	15418;53000;55933;56165	15418;53000;55933;56165		
sp|P60522|GBRL2_RAT;tr|F1M1J6|F1M1J6_RAT;tr|A0A0G2JU55|A0A0G2JU55_RAT	sp|P60522|GBRL2_RAT;tr|F1M1J6|F1M1J6_RAT	9;6;2	9;6;2	7;4;1	sp|P60522|GBRL2_RAT Gamma-aminobutyric acid receptor-associated protein-like 2 OS=Rattus norvegicus OX=10116 GN=Gabarapl2 PE=3 SV=1;tr|F1M1J6|F1M1J6_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=3 SV=3	3	9	9	7	9	9	7	53	53	43.6	13.667	117	117;131;160	5	1		3		2		1		2				0	67.68	90664	79573	78940	67167	77591	97215	82947	75504	80933	68537	80670	92594	5	5	5	5	5	5	90664	79573	78940	67167	77591	97215	82947	75504	80933	68537	80670	92594	5	5	5	5	5	5	53	198800000	198800000	9				919	1246;5271;12710;21059;26312;27967;28170;28171;29521	True;True;True;True;True;True;True;True;True	1260;5384;13067;21776;27177;28897;29101;29102;30497	1726;7467;17991;29682;36717;39051;39314;39315;41286	2338;10150;24519;40611;49815;53000;53327;53328;56165	2338;10150;24519;40611;49815;53000;53327;53328;56165		
sp|P60711|ACTB_RAT;tr|A0A0G2K3K2|A0A0G2K3K2_RAT	sp|P60711|ACTB_RAT;tr|A0A0G2K3K2|A0A0G2K3K2_RAT	30;29	30;29	1;0	sp|P60711|ACTB_RAT Actin, cytoplasmic 1 OS=Rattus norvegicus OX=10116 GN=Actb PE=1 SV=1;tr|A0A0G2K3K2|A0A0G2K3K2_RAT Actin, cytoplasmic 1 OS=Rattus norvegicus OX=10116 GN=Actb PE=1 SV=1	2	30	30	1	30	30	1	68.8	68.8	4.5	41.736	375	375;378	6.13	32	15	30	21	13	19	33	15	17	11	12	30	0	323.31	5266100	4665900	4910000	3843300	4821500	5045000	4818000	4431200	5005800	3949100	4962100	4826400	382	382	382	382	382	381	5266100	4665900	4910000	3843300	4821500	5045000	4818000	4431200	5005800	3949100	4962100	4826400	382	382	382	382	382	381	68.8	137870000000	137870000000	537				920	947;2958;2959;3426;4209;4242;4665;4666;5860;5861;10504;10505;11151;11152;11153;12057;12058;12215;13169;13403;14829;14894;14895;18279;20088;20089;20965;24253;26082;26606	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	957;3011;3012;3489;3490;3491;4293;4294;4327;4328;4767;4768;5988;5989;5990;10781;10782;11448;11449;11450;11451;11452;11453;11454;12384;12385;12544;13532;13775;13776;15240;15306;15307;15308;18856;18857;20783;20784;21681;25032;26934;26935;27482	1273;1274;1275;1276;1277;1278;1279;1280;1281;1282;1283;1284;4107;4108;4109;4110;4111;4112;4113;4114;4115;4116;4117;4118;4119;4120;4121;4122;4123;4124;4125;4126;4127;4128;4129;4130;4131;4132;4133;4134;4135;4136;4791;4792;4793;4794;5938;5939;5940;5941;5942;5943;5944;5945;5946;5947;5948;5949;5950;5951;5952;5993;5994;5995;5996;5997;5998;5999;6000;6001;6002;6003;6004;6005;6006;6007;6008;6009;6010;6011;6012;6013;6014;6646;6647;6648;6649;6650;6651;6652;6653;6654;6655;6656;6657;6658;6659;6660;6661;6662;6663;6664;6665;6666;6667;6668;6669;6670;6671;6672;6673;6674;6675;6676;8258;8259;8260;8261;8262;8263;8264;8265;8266;8267;8268;8269;8270;8271;8272;8273;8274;8275;8276;8277;8278;8279;8280;14811;14812;14813;14814;14815;14816;14817;14818;15711;15712;15713;15714;15715;15716;15717;15718;15719;15720;15721;15722;15723;15724;15725;15726;15727;15728;15729;15730;15731;15732;15733;15734;15735;15736;15737;15738;15739;15740;15741;15742;15743;15744;15745;15746;15747;15748;17018;17019;17238;18676;18677;18678;19022;19023;19024;19025;19026;19027;19028;19029;19030;20881;20882;20883;20974;20975;20976;20977;20978;20979;25618;25619;28402;28403;28404;28405;28406;29555;33702;33703;33704;33705;33706;33707;33708;36353;36354;36355;36356;36357;36358;36359;36360;36361;36362;36363;36364;36365;36366;36367;36368;36369;36370;37136;37137;37138;37139;37140;37141;37142;37143	1668;1669;1670;1671;1672;1673;1674;1675;1676;1677;1678;1679;1680;1681;1682;1683;1684;1685;1686;1687;1688;1689;1690;1691;1692;1693;1694;1695;1696;1697;1698;1699;5538;5539;5540;5541;5542;5543;5544;5545;5546;5547;5548;5549;5550;5551;5552;5553;5554;5555;5556;5557;5558;5559;5560;5561;5562;5563;5564;5565;5566;5567;5568;5569;5570;5571;5572;5573;5574;5575;5576;5577;5578;5579;5580;5581;5582;5583;5584;5585;5586;5587;5588;5589;5590;5591;5592;5593;5594;5595;5596;5597;5598;5599;5600;5601;5602;5603;5604;5605;6500;6501;6502;6503;6504;8099;8100;8101;8102;8103;8104;8105;8106;8107;8108;8109;8110;8111;8112;8113;8114;8115;8116;8117;8118;8119;8120;8121;8122;8123;8124;8125;8126;8127;8177;8178;8179;8180;8181;8182;8183;8184;8185;8186;8187;8188;8189;8190;8191;8192;8193;8194;8195;8196;8197;8198;8199;8200;8201;8202;8203;8204;8205;8206;8207;8208;8209;8210;8211;8212;8213;8214;8215;9059;9060;9061;9062;9063;9064;9065;9066;9067;9068;9069;9070;9071;9072;9073;9074;9075;9076;9077;9078;9079;9080;9081;9082;9083;9084;9085;9086;9087;9088;9089;9090;9091;9092;9093;9094;9095;9096;9097;9098;9099;9100;9101;9102;9103;9104;9105;9106;9107;9108;9109;11184;11185;11186;11187;11188;11189;11190;11191;11192;11193;11194;11195;11196;11197;11198;11199;11200;11201;11202;11203;11204;11205;11206;11207;11208;11209;11210;11211;11212;11213;11214;11215;11216;11217;11218;11219;11220;11221;11222;11223;11224;11225;11226;11227;11228;11229;11230;11231;11232;11233;19949;19950;19951;19952;19953;19954;19955;19956;19957;19958;19959;19960;19961;19962;19963;21183;21184;21185;21186;21187;21188;21189;21190;21191;21192;21193;21194;21195;21196;21197;21198;21199;21200;21201;21202;21203;21204;21205;21206;21207;21208;21209;21210;21211;21212;21213;21214;21215;21216;21217;21218;21219;21220;21221;21222;21223;21224;21225;21226;21227;21228;21229;21230;21231;21232;21233;21234;21235;21236;21237;21238;21239;21240;21241;21242;21243;21244;21245;21246;21247;21248;21249;21250;21251;21252;21253;21254;21255;21256;21257;21258;21259;21260;21261;21262;21263;21264;21265;21266;21267;21268;21269;21270;21271;21272;21273;21274;21275;21276;21277;21278;21279;21280;21281;21282;21283;21284;21285;21286;21287;21288;21289;21290;21291;21292;21293;21294;21295;21296;21297;21298;21299;21300;23090;23091;23092;23093;23094;23396;25562;25563;25564;25565;25566;25567;25568;25569;25570;25571;25572;26049;26050;26051;26052;26053;26054;26055;26056;26057;26058;26059;26060;26061;26062;26063;26064;26065;28586;28587;28588;28589;28590;28722;28723;28724;28725;28726;28727;28728;28729;28730;28731;34969;34970;34971;34972;34973;38901;38902;38903;38904;38905;38906;38907;38908;40442;40443;40444;40445;40446;40447;40448;40449;45769;45770;45771;45772;45773;45774;45775;45776;45777;45778;45779;45780;49304;49305;49306;49307;49308;49309;49310;49311;49312;49313;49314;49315;49316;49317;49318;49319;49320;49321;49322;49323;49324;49325;49326;49327;49328;49329;49330;49331;49332;49333;49334;49335;49336;49337;50375;50376;50377;50378;50379;50380;50381;50382;50383;50384;50385;50386;50387;50388	1694;5541;5580;6502;8105;8177;9082;9100;11219;11233;19956;19963;21293;21297;21298;23091;23093;23396;25562;26060;28587;28725;28731;34969;38903;38906;40442;45774;49321;50382	458;459;460;461;462;463;464	16;44;47;153;190;305;325
tr|A0A0H2UH93|A0A0H2UH93_RAT;sp|P60756|MDGA2_RAT	tr|A0A0H2UH93|A0A0H2UH93_RAT;sp|P60756|MDGA2_RAT	2;2	2;2	2;2	tr|A0A0H2UH93|A0A0H2UH93_RAT MAM domain-containing glycosylphosphatidylinositol anchor protein 2 OS=Rattus norvegicus OX=10116 GN=Mdga2 PE=4 SV=1;sp|P60756|MDGA2_RAT MAM domain-containing glycosylphosphatidylinositol anchor protein 2 OS=Rattus norvegicus O	2	2	2	2	2	2	2	2.2	2.2	2.2	104.1	925	925;949	5.5					1	1							0	13.486	12333	10931	14168	10530	15946	15814	11283	10421	14238	10905	16283	15151	1	1	1	1	1	1	12333	10931	14168	10530	15946	15814	11283	10421	14238	10905	16283	15151	1	1	1	1	1	1	2.2	25783000	25783000	2				921	7462;29724	True;True	7644;30709	10409;41678	13952;56729	13952;56729		
sp|P60841|ENSA_RAT;sp|Q712U5|ARP19_RAT	sp|P60841|ENSA_RAT	5;1	5;1	5;1	sp|P60841|ENSA_RAT Alpha-endosulfine OS=Rattus norvegicus OX=10116 GN=Ensa PE=1 SV=1	2	5	5	5	5	5	5	50.4	50.4	50.4	13.335	121	121;112	9.2							1		2	1	1		0	50.241	35460	26365	34426	22587	39172	28884	32438	25175	34554	23691	39494	27943	2	2	2	2	2	2	35460	26365	34426	22587	39172	28884	32438	25175	34554	23691	39494	27943	2	2	2	2	2	2	50.4	58618000	58618000	5				922	14301;19204;20368;29079;29545	True;True;True;True;True	14696;19860;21069;30038;30524	20178;27068;28761;40618;41324	27604;37044;39381;55181;56213	27604;37044;39381;55181;56213		
tr|A0A0H2UHG7|A0A0H2UHG7_RAT;tr|D3ZZK1|D3ZZK1_RAT;tr|A0A0G2K6L6|A0A0G2K6L6_RAT;sp|P60868|RS20_RAT;tr|A0A0G2JY70|A0A0G2JY70_RAT;tr|M0RB28|M0RB28_RAT;tr|M0R5V6|M0R5V6_RAT;tr|M0R566|M0R566_RAT;tr|A0A0G2K8W1|A0A0G2K8W1_RAT;tr|M0R987|M0R987_RAT	tr|A0A0H2UHG7|A0A0H2UHG7_RAT;tr|D3ZZK1|D3ZZK1_RAT;tr|A0A0G2K6L6|A0A0G2K6L6_RAT;sp|P60868|RS20_RAT;tr|A0A0G2JY70|A0A0G2JY70_RAT;tr|M0RB28|M0RB28_RAT;tr|M0R5V6|M0R5V6_RAT;tr|M0R566|M0R566_RAT;tr|A0A0G2K8W1|A0A0G2K8W1_RAT;tr|M0R987|M0R987_RAT	4;4;4;4;3;2;2;2;2;2	4;4;4;4;3;2;2;2;2;2	4;4;4;4;3;2;2;2;2;2	tr|A0A0H2UHG7|A0A0H2UHG7_RAT 40S ribosomal protein S20 OS=Rattus norvegicus OX=10116 GN=Rps20 PE=3 SV=1;tr|D3ZZK1|D3ZZK1_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=3 SV=1;tr|A0A0G2K6L6|A0A0G2K6L6_RAT Uncharacterized protein OS=Rattus norv	10	4	4	4	4	4	4	23.7	23.7	23.7	13.241	118	118;119;119;119;112;119;119;119;119;121	4.25	1			1	1		1						0	35.955	21235	17779	17864	16816	18905	20887	19427	16880	18331	17049	19573	19954	4	4	4	4	4	4	21235	17779	17864	16816	18905	20887	19427	16880	18331	17049	19573	19954	4	4	4	4	4	4	23.7	217980000	217980000	7				923	4693;15662;21150;25733	True;True;True;True	4796;16101;21868;26572	6711;22040;29782;35856	9151;9152;30190;30191;30192;40730;48662	9152;30191;40730;48662		
sp|P60881|SNP25_RAT;tr|F8WG75|F8WG75_RAT;tr|A0A0G2K3F2|A0A0G2K3F2_RAT;tr|D4A5W9|D4A5W9_RAT	sp|P60881|SNP25_RAT;tr|F8WG75|F8WG75_RAT;tr|A0A0G2K3F2|A0A0G2K3F2_RAT;tr|D4A5W9|D4A5W9_RAT	27;16;14;14	27;16;14;14	26;15;14;14	sp|P60881|SNP25_RAT Synaptosomal-associated protein 25 OS=Rattus norvegicus OX=10116 GN=Snap25 PE=1 SV=1;tr|F8WG75|F8WG75_RAT Synaptosomal-associated protein OS=Rattus norvegicus OX=10116 GN=Snap25 PE=3 SV=2;tr|A0A0G2K3F2|A0A0G2K3F2_RAT Synaptosomal-associ	4	27	27	26	27	27	26	80.1	80.1	80.1	23.315	206	206;152;205;206	5.41	9	12	8	24	11	4	4	5	7	7	7	3	0	323.31	971220	852300	888050	678810	881540	989230	888560	809350	905780	699130	908610	944670	94	93	94	94	93	93	971220	852300	888050	678810	881540	989230	888560	809350	905780	699130	908610	944670	94	93	94	94	93	93	80.1	11506000000	11506000000	148				924	536;537;610;611;3162;5028;6326;6534;11025;11596;11704;11705;13359;18139;18140;18681;19191;20752;20753;21570;21571;25481;25482;25848;28346;28438;28439	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	539;540;613;614;615;3221;5137;6474;6475;6686;11314;11315;11316;11909;12019;12020;12021;12022;13730;18690;18691;18692;18693;19325;19846;21462;21463;22299;22300;22301;26304;26305;26306;26307;26692;29279;29372;29373	731;732;733;818;819;820;821;4449;4450;7142;8905;8906;8907;8908;9174;9175;15517;15518;15519;15520;15521;15522;15523;15524;15525;15526;15527;15528;15529;15530;15531;15532;15533;15534;15535;15536;15537;15538;15539;16356;16357;16493;16494;16495;16496;16497;16498;16499;16500;16501;16502;16503;16504;16505;18965;25404;25405;25406;25407;25408;25409;25410;25411;26346;27044;27045;29206;29207;29208;29209;29210;29211;29212;29213;29214;29215;29216;29217;30334;30335;30336;30337;30338;35504;35505;35506;35507;35508;35509;35510;35511;35512;35513;35514;36041;36042;36043;39547;39676;39677;39678	982;983;984;985;986;1095;1096;1097;1098;6052;6053;6054;6055;6056;9718;12059;12060;12061;12062;12063;12064;12388;12389;20913;20914;20915;20916;20917;20918;20919;20920;20921;20922;20923;20924;20925;20926;20927;20928;20929;20930;20931;20932;20933;20934;20935;20936;20937;20938;20939;20940;20941;20942;20943;20944;20945;20946;20947;20948;22137;22138;22139;22140;22314;22315;22316;22317;22318;22319;22320;22321;22322;22323;22324;22325;22326;22327;22328;22329;22330;22331;22332;22333;22334;25978;34683;34684;34685;34686;34687;34688;34689;34690;34691;34692;36084;37016;37017;37018;39912;39913;39914;39915;39916;39917;39918;39919;39920;39921;39922;39923;39924;39925;39926;39927;39928;39929;41436;41437;41438;41439;41440;48200;48201;48202;48203;48204;48205;48206;48207;48208;48209;48210;48211;48212;48213;48214;48215;48216;48913;48914;48915;48916;53646;53823;53824;53825;53826	982;984;1097;1098;6056;9718;12063;12389;20946;22138;22325;22333;25978;34685;34687;36084;37018;39918;39929;41436;41440;48213;48216;48916;53646;53823;53826	465;466;467;468;469;470;471;472	7;32;49;64;71;146;163;167
tr|A0A0G2JSV3|A0A0G2JSV3_RAT;sp|P60892|PRPS1_RAT;sp|P09330|PRPS2_RAT;tr|M0RBK1|M0RBK1_RAT;tr|A0A0G2JVA5|A0A0G2JVA5_RAT	tr|A0A0G2JSV3|A0A0G2JSV3_RAT;sp|P60892|PRPS1_RAT;sp|P09330|PRPS2_RAT;tr|M0RBK1|M0RBK1_RAT	8;8;5;4;1	8;8;5;4;1	8;8;5;4;1	tr|A0A0G2JSV3|A0A0G2JSV3_RAT Ribose-phosphate pyrophosphokinase I -like OS=Rattus norvegicus OX=10116 GN=LOC314140 PE=1 SV=1;sp|P60892|PRPS1_RAT Ribose-phosphate pyrophosphokinase 1 OS=Rattus norvegicus OX=10116 GN=Prps1 PE=1 SV=2;sp|P09330|PRPS2_RAT Ribos	5	8	8	8	8	8	8	29.2	29.2	29.2	34.806	318	318;318;318;318;203	5.33		1	2	1	2		1		1	1			0	79.905	74914	64329	68219	60631	63612	80422	68537	61116	69651	61596	66408	76583	7	7	7	7	7	7	74914	64329	68219	60631	63612	80422	68537	61116	69651	61596	66408	76583	7	7	7	7	7	7	29.2	291170000	291170000	11				925	11444;11843;12747;15407;16471;18428;25002;28615	True;True;True;True;True;True;True;True	11752;12165;13104;15835;16928;19052;25807;29560	16159;16681;16682;18035;21686;23079;25966;34838;39953	21873;22565;22566;22567;24570;29654;31526;31527;35584;47308;54250	21873;22565;24570;29654;31526;35584;47308;54250		
sp|P60901|PSA6_RAT;tr|A0A0G2K0D7|A0A0G2K0D7_RAT	sp|P60901|PSA6_RAT;tr|A0A0G2K0D7|A0A0G2K0D7_RAT	8;5	8;5	8;5	sp|P60901|PSA6_RAT Proteasome subunit alpha type-6 OS=Rattus norvegicus OX=10116 GN=Psma6 PE=1 SV=1;tr|A0A0G2K0D7|A0A0G2K0D7_RAT Proteasome endopeptidase complex OS=Rattus norvegicus OX=10116 GN=Psma6 PE=1 SV=1	2	8	8	8	8	8	8	35.4	35.4	35.4	27.399	246	246;227	6.22				1	2	2	2	2					0	115.6	107730	97500	93980	86624	90209	120820	98566	92453	96671	87805	94449	114910	9	9	9	9	9	9	107730	97500	93980	86624	90209	120820	98566	92453	96671	87805	94449	114910	9	9	9	9	9	9	35.4	315080000	315080000	10				926	1309;2640;10061;10851;12439;15995;17677;20608	True;True;True;True;True;True;True;True	1326;2689;10327;11134;12775;16442;18159;21314	1829;3668;14226;15291;17548;17549;22470;24648;29034	2488;4982;19182;20621;23802;23803;23804;30718;33590;39693	2488;4982;19182;20621;23803;30718;33590;39693		
sp|P60905|DNJC5_RAT;tr|A0A0G2JX56|A0A0G2JX56_RAT	sp|P60905|DNJC5_RAT;tr|A0A0G2JX56|A0A0G2JX56_RAT	8;7	8;7	8;7	sp|P60905|DNJC5_RAT DnaJ homolog subfamily C member 5 OS=Rattus norvegicus OX=10116 GN=Dnajc5 PE=1 SV=1;tr|A0A0G2JX56|A0A0G2JX56_RAT DnaJ (Hsp40) homolog, subfamily C, member 5, isoform CRA_a OS=Rattus norvegicus OX=10116 GN=Dnajc5 PE=1 SV=1	2	8	8	8	8	8	8	59.1	59.1	59.1	22.101	198	198;167	5.08		4	2	1	1	1			3	1			0	291.92	363370	308510	272310	243760	271070	410000	332430	292310	282090	247790	284780	389010	21	21	21	21	21	21	363370	308510	272310	243760	271070	410000	332430	292310	282090	247790	284780	389010	21	21	21	21	21	21	59.1	2562300000	2562300000	27				927	2021;5210;5813;5814;18577;23040;29229;29230	True;True;True;True;True;True;True;True	2066;5323;5940;5941;19219;23792;30193;30194	2905;2906;7370;7371;8201;8202;8203;26192;26193;32196;40828;40829;40830	4016;4017;4018;10019;10020;11102;11103;11104;11105;11106;11107;35887;35888;35889;35890;35891;43863;43864;43865;55470;55471;55472;55473;55474;55475;55476;55477	4016;10020;11102;11107;35889;43865;55471;55475		
sp|P61023|CHP1_RAT	sp|P61023|CHP1_RAT	8	8	8	sp|P61023|CHP1_RAT Calcineurin B homologous protein 1 OS=Rattus norvegicus OX=10116 GN=Chp1 PE=1 SV=2	1	8	8	8	8	8	8	49.7	49.7	49.7	22.432	195	195	8.5			1	1				1	1	1	2	1	0	59.143	13758	13263	11465	10632	12467	15795	12588	12551	11896	10797	12961	15041	2	2	2	2	2	2	13758	13263	11465	10632	12467	15795	12588	12551	11896	10797	12961	15041	2	2	2	2	2	2	49.7	102700000	102700000	8				928	6846;12120;12605;17616;17617;22694;25135;25250	True;True;True;True;True;True;True;True	7004;12448;12958;18098;18099;23442;25950;26068	9574;17110;17835;24576;24577;31781;35052;35205	12872;23215;24271;33491;33492;43339;47615;47807	12872;23215;24271;33491;33492;43339;47615;47807		
