Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides Prep31	Razor + unique peptides Prep31	Unique peptides Prep31	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Fraction 9	Fraction 10	Fraction 11	Fraction 12	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity corrected 1 Prep31	Reporter intensity corrected 2 Prep31	Reporter intensity corrected 3 Prep31	Reporter intensity corrected 4 Prep31	Reporter intensity corrected 5 Prep31	Reporter intensity corrected 6 Prep31	Reporter intensity 1 Prep31	Reporter intensity 2 Prep31	Reporter intensity 3 Prep31	Reporter intensity 4 Prep31	Reporter intensity 5 Prep31	Reporter intensity 6 Prep31	Reporter intensity count 1 Prep31	Reporter intensity count 2 Prep31	Reporter intensity count 3 Prep31	Reporter intensity count 4 Prep31	Reporter intensity count 5 Prep31	Reporter intensity count 6 Prep31	Sequence coverage Prep31 [%]	Intensity	Intensity Prep31	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
tr|Q6P688|Q6P688_RAT;tr|F1LRB8|F1LRB8_RAT;sp|P18298|METK2_RAT;tr|F1LZ34|F1LZ34_RAT;tr|A0A0G2K248|A0A0G2K248_RAT;sp|P13444|METK1_RAT	tr|Q6P688|Q6P688_RAT;tr|F1LRB8|F1LRB8_RAT;sp|P18298|METK2_RAT	5;5;5;1;1;1	5;5;5;1;1;1	5;5;5;1;1;1	tr|Q6P688|Q6P688_RAT S-adenosylmethionine synthase OS=Rattus norvegicus OX=10116 GN=Mat2a PE=1 SV=1;tr|F1LRB8|F1LRB8_RAT S-adenosylmethionine synthase OS=Rattus norvegicus OX=10116 GN=Mat2a PE=1 SV=2;sp|P18298|METK2_RAT S-adenosylmethionine synthase isofor	6	5	5	5	5	5	5	15.7	15.7	15.7	39.724	362	362;395;395;395;396;397	8.5					1	2					2	1	0	128.57	36188	39856	35240	45330	44734	30785	33116	37695	36697	45165	45884	29861	3	3	3	3	3	3	36188	39856	35240	45330	44734	30785	33116	37695	36697	45165	45884	29861	3	3	3	3	3	3	15.7	193290000	193290000	9				662	6914;9406;12401;29007;32952	True;True;True;True;True	7168;9759;12894;30361;34504	10544;14077;18674;43056;49112;49113	14464;19209;25553;58646;66980;66981;66982;66983;66984	14464;19209;25553;58646;66981		
sp|P18395|CSDE1_RAT	sp|P18395|CSDE1_RAT	4	4	4	sp|P18395|CSDE1_RAT Cold shock domain-containing protein E1 OS=Rattus norvegicus OX=10116 GN=Csde1 PE=2 SV=1	1	4	4	4	4	4	4	5.9	5.9	5.9	88.894	798	798	8.8					1			1	1		2		0	33.947	17980	15932	16739	16670	14678	17550	16450	15130	17132	16780	15405	16734	2	2	2	2	2	2	17980	15932	16739	16670	14678	17550	16450	15130	17132	16780	15405	16734	2	2	2	2	2	2	5.9	210070000	210070000	6				663	4872;11659;21645;31736	True;True;True;True	5052;12121;22691;33230	7493;17580;17581;32480;47174	10286;24048;24049;24050;44432;64248	10286;24048;44432;64248		
sp|P18418|CALR_RAT;tr|F1M5A1|F1M5A1_RAT;tr|D3ZYM6|D3ZYM6_RAT	sp|P18418|CALR_RAT	20;1;1	20;1;1	20;1;1	sp|P18418|CALR_RAT Calreticulin OS=Rattus norvegicus OX=10116 GN=Calr PE=1 SV=1	3	20	20	20	20	20	20	53.1	53.1	53.1	47.995	416	416;421;439	6.7		1	4	3	3	2	1	5	4		3	1	0	277.98	255270	285750	269050	368660	311790	170570	233600	270480	279140	365500	320520	167170	24	24	24	24	24	24	255270	285750	269050	368660	311790	170570	233600	270480	279140	365500	320520	167170	24	24	24	24	24	24	53.1	5284400000	5284400000	39				664	3384;4261;4285;7347;8414;9486;9513;9514;10839;11300;12160;12457;13387;13448;13449;14070;17365;23146;25485;30528	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	3497;4406;4430;7633;8737;9846;9873;9874;11256;11749;12645;12953;13930;13993;13994;14634;18072;24264;26666;31963	5038;6562;6592;11161;11162;11163;12670;12671;14224;14259;14260;16343;16344;17077;17078;18316;18741;20123;20212;20213;21137;25986;34830;34831;38007;38008;45410	6808;6809;9041;9082;15276;15277;15278;15279;17265;17266;19406;19452;19453;22398;22399;23417;23418;23419;25040;25642;27535;27652;27653;27654;28946;28947;35558;35559;35560;35561;35562;35563;47894;47895;47896;51969;51970;61840;61841	6809;9041;9082;15276;17265;19406;19452;19453;22398;23417;25040;25642;27535;27653;27654;28947;35558;47894;51970;61841		
sp|P18420|PSA1_RAT	sp|P18420|PSA1_RAT	12	12	12	sp|P18420|PSA1_RAT Proteasome subunit alpha type-1 OS=Rattus norvegicus OX=10116 GN=Psma1 PE=1 SV=2	1	12	12	12	12	12	12	41.1	41.1	41.1	29.517	263	263	7.71		1		3	1			2	3		2	2	0	72.937	171650	174000	162220	197630	177360	138990	157060	164770	168070	197070	183320	134160	13	13	13	13	13	13	171650	174000	162220	197630	177360	138990	157060	164770	168070	197070	183320	134160	13	13	13	13	13	13	41.1	1090300000	1090300000	19				665	2373;2393;7765;9393;13876;15263;19945;22168;22465;23092;23789;28954	True;True;True;True;True;True;True;True;True;True;True;True	2458;2479;8065;9744;14438;15892;20746;23242;23552;24207;24920;30305	3581;3582;3609;11727;14050;14051;20806;23079;29639;33284;33727;34757;35635;42975	4895;4896;4933;4934;4935;15996;15997;19170;19171;28462;31705;40476;45709;46334;46335;47803;48878;48879;58544	4895;4933;15996;19171;28462;31705;40476;45709;46334;47803;48879;58544		
sp|P18422|PSA3_RAT	sp|P18422|PSA3_RAT	9	9	9	sp|P18422|PSA3_RAT Proteasome subunit alpha type-3 OS=Rattus norvegicus OX=10116 GN=Psma3 PE=1 SV=3	1	9	9	9	9	9	9	35.7	35.7	35.7	28.419	255	255	6.6		2		2	1		1	1		1		2	0	122.58	105480	113550	97302	122800	108940	92527	96526	107360	101560	122240	112920	89068	8	8	8	8	8	8	105480	113550	97302	122800	108940	92527	96526	107360	101560	122240	112920	89068	8	8	8	8	8	8	35.7	857590000	857590000	11				666	841;3048;5943;13081;14061;20056;25798;26222;30247	True;True;True;True;True;True;True;True;True	859;3145;6164;13612;14625;20859;26988;27443;31670	1230;4494;9155;19660;21128;29769;38437;39045;45003;45004	1643;1644;6051;12608;26908;28937;40639;52520;53295;61273;61274	1643;6051;12608;26908;28937;40639;52520;53295;61273		
tr|D3ZI60|D3ZI60_RAT;tr|D3ZG03|D3ZG03_RAT;tr|A0A0G2K7W6|A0A0G2K7W6_RAT;sp|P18445|RL27A_RAT;tr|D3ZF07|D3ZF07_RAT	tr|D3ZI60|D3ZI60_RAT;tr|D3ZG03|D3ZG03_RAT;tr|A0A0G2K7W6|A0A0G2K7W6_RAT;sp|P18445|RL27A_RAT;tr|D3ZF07|D3ZF07_RAT	1;1;1;1;1	1;1;1;1;1	1;1;1;1;1	tr|D3ZI60|D3ZI60_RAT 60S ribosomal protein L27a-like OS=Rattus norvegicus OX=10116 GN=LOC108351703 PE=3 SV=1;tr|D3ZG03|D3ZG03_RAT Uncharacterized protein OS=Rattus norvegicus OX=10116 PE=3 SV=1;tr|A0A0G2K7W6|A0A0G2K7W6_RAT Similar to 60S ribosomal protein 	5	1	1	1	1	1	1	5.4	5.4	5.4	16.549	148	148;148;148;148;153	7							1						0.006495	1.5856	6061.1	5894.7	5965	6236	5229.6	6041.1	5545.8	5590.9	6124.2	6256.8	5493.9	5764.8	1	1	1	1	1	1	6061.1	5894.7	5965	6236	5229.6	6041.1	5545.8	5590.9	6124.2	6256.8	5493.9	5764.8	1	1	1	1	1	1	5.4	170560000	170560000	1				667	32843	True	34388	48915	66712	66712		
sp|P18484|AP2A2_RAT;tr|Q66HM2|Q66HM2_RAT;tr|A0A0G2K943|A0A0G2K943_RAT	sp|P18484|AP2A2_RAT;tr|Q66HM2|Q66HM2_RAT;tr|A0A0G2K943|A0A0G2K943_RAT	41;41;40	30;30;30	30;30;30	sp|P18484|AP2A2_RAT AP-2 complex subunit alpha-2 OS=Rattus norvegicus OX=10116 GN=Ap2a2 PE=1 SV=3;tr|Q66HM2|Q66HM2_RAT AP-2 complex subunit alpha OS=Rattus norvegicus OX=10116 GN=Ap2a2 PE=1 SV=1;tr|A0A0G2K943|A0A0G2K943_RAT AP-2 complex subunit alpha OS=Ra	3	41	30	30	41	30	30	46.5	37.1	37.1	104.04	938	938;939;915	7.54	2	2	4	1	1	7	10	5	8	3	6	5	0	323.31	620460	623440	580310	697480	648570	467350	567730	590420	601170	696290	667770	452390	65	65	65	65	65	61	620460	623440	580310	697480	648570	467350	567730	590420	601170	696290	667770	452390	65	65	65	65	65	61	46.5	6244000000	6244000000	82				668	1509;1593;1765;3684;7075;8494;8621;9422;10664;11195;12768;13268;14347;15077;15614;15615;16433;16835;17206;17948;18880;19495;19559;20390;21111;21204;21957;22081;23333;26811;28122;29098;29128;29199;29750;30343;30658;30659;31406;32514;32760	True;False;False;False;True;True;True;True;False;True;True;False;True;True;True;True;False;True;True;False;True;True;True;True;False;True;True;True;True;True;True;True;True;True;False;False;True;True;False;True;True	1547;1548;1637;1813;3806;7335;8820;8821;8950;9779;11075;11640;13286;13807;14922;14923;15696;16258;16259;17095;17509;17907;18677;19639;20276;20277;20345;21245;22138;22237;23024;23153;24453;28053;29424;30457;30489;30562;31142;31771;32104;32105;32891;34036;34299	2257;2258;2259;2260;2446;2665;5575;10734;12771;12772;12773;12941;14104;14105;14106;14107;16071;16072;16933;19194;19195;19959;19960;21541;21542;21543;21544;22758;23590;23591;24652;24653;24654;24655;25236;25784;26864;28094;28950;28951;28952;28953;28954;28955;29047;30305;31684;31685;31831;31832;31833;31834;33011;33170;33171;35067;35068;39818;41743;41744;43205;43248;43341;44212;45140;45141;45142;45143;45144;45612;45613;46688;46689;48408;48792;48793	3026;3027;3028;3029;3030;3031;3032;3033;3034;3346;3618;7524;14696;17408;17409;17410;17411;17412;17413;17636;19247;19248;19249;19250;22012;22013;22014;22015;22016;23231;26256;26257;26258;26259;27327;27328;29475;29476;29477;29478;29479;29480;29481;29482;31242;32406;32407;33790;33791;33792;33793;33794;33795;33796;33797;33798;34545;35308;36789;36790;36791;38397;39522;39523;39524;39525;39526;39527;39528;39529;39647;41370;43367;43368;43369;43554;43555;43556;43557;43558;43559;43560;43561;43562;45344;45555;45556;48183;48184;54262;54263;54264;54265;56845;56846;58862;58919;58920;59042;59043;60204;60205;60206;61466;61467;61468;61469;61470;61471;61472;61473;61474;62131;62132;63606;63607;63608;63609;63610;66028;66029;66538;66539;66540	3029;3346;3618;7524;14696;17411;17636;19247;22012;23231;26257;27327;29481;31242;32406;32407;33797;34545;35308;36790;38397;39527;39647;41370;43369;43557;45344;45555;48184;54263;56846;58862;58919;59042;60204;61472;62131;62132;63607;66029;66540	424;425;426;427	161;601;831;860
sp|P18506|GBRD_RAT	sp|P18506|GBRD_RAT	5	5	5	sp|P18506|GBRD_RAT Gamma-aminobutyric acid receptor subunit delta OS=Rattus norvegicus OX=10116 GN=Gabrd PE=1 SV=2	1	5	5	5	5	5	5	10.5	10.5	10.5	50.566	449	449	8.4				1				2		1		1	0	18.106	23289	23859	21531	26956	23319	18884	21310	22582	22378	26832	24167	18207	3	3	3	3	3	3	23289	23859	21531	26956	23319	18884	21310	22582	22378	26832	24167	18207	3	3	3	3	3	3	10.5	152930000	152930000	5				669	6222;15402;18083;20024;27152	True;True;True;True;True	6454;16035;18817;20827;28410	9521;23273;27061;29735;40290	13062;31962;37044;40598;54881	13062;31962;37044;40598;54881		
sp|P18508|GBRG2_RAT;tr|Q6PW52|Q6PW52_RAT;sp|P23574|GBRG1_RAT	sp|P18508|GBRG2_RAT;tr|Q6PW52|Q6PW52_RAT	11;10;2	11;10;2	11;10;2	sp|P18508|GBRG2_RAT Gamma-aminobutyric acid receptor subunit gamma-2 OS=Rattus norvegicus OX=10116 GN=Gabrg2 PE=1 SV=1;tr|Q6PW52|Q6PW52_RAT GABA-A gamma2 long isoform OS=Rattus norvegicus OX=10116 GN=Gabrg2 PE=2 SV=1	3	11	11	11	11	11	11	29.4	29.4	29.4	54.077	466	466;474;465	6.46	3	2					2		1	2	2	1	0	149.83	140590	142430	129620	154850	131900	123340	128650	134830	134500	154420	137400	118370	12	12	12	12	12	12	140590	142430	129620	154850	131900	123340	128650	134830	134500	154420	137400	118370	12	12	12	12	12	12	29.4	694940000	694940000	15				670	428;5985;15104;18772;20111;22011;24827;26904;29105;29309;31259	True;True;True;True;True;True;True;True;True;True;True	431;6208;15723;19530;20914;23079;25984;28148;30464;30675;32737	628;9206;22808;27961;29837;33088;37107;39929;43212;43514;46477;46478;46479	867;12673;31327;38233;40729;45443;50817;54401;58871;59269;63331;63332;63333;63334;63335	867;12673;31327;38233;40729;45443;50817;54401;58871;59269;63334		
sp|P18665|RM03_RAT;tr|G3V7P3|G3V7P3_RAT	sp|P18665|RM03_RAT;tr|G3V7P3|G3V7P3_RAT	3;3	3;3	3;3	sp|P18665|RM03_RAT 39S ribosomal protein L3, mitochondrial OS=Rattus norvegicus OX=10116 GN=Mrpl3 PE=2 SV=1;tr|G3V7P3|G3V7P3_RAT 39S ribosomal protein L3, mitochondrial OS=Rattus norvegicus OX=10116 GN=Mrpl3 PE=1 SV=1	2	3	3	3	3	3	3	8.1	8.1	8.1	38.252	347	347;348	8.5					1	1					1	1	0	9.2095	28590	29881	26197	31476	28281	23106	26161	28266	27267	31406	29264	22271	5	5	5	5	5	5	28590	29881	26197	31476	28281	23106	26161	28266	27267	31406	29264	22271	5	5	5	5	5	5	8.1	199600000	199600000	6				671	11286;14071;23351	True;True;True	11735;14635;24472	17057;17058;21138;35088	23393;23394;23395;28948;28949;48207	23394;28948;48207		
tr|A0A0G2JSW0|A0A0G2JSW0_RAT;sp|P18666|ML12B_RAT;sp|P13832|MRLCA_RAT;tr|B0BMS8|B0BMS8_RAT;sp|Q64122|MYL9_RAT	tr|A0A0G2JSW0|A0A0G2JSW0_RAT;sp|P18666|ML12B_RAT;sp|P13832|MRLCA_RAT;tr|B0BMS8|B0BMS8_RAT;sp|Q64122|MYL9_RAT	8;8;7;5;4	8;8;7;5;4	8;8;7;5;4	tr|A0A0G2JSW0|A0A0G2JSW0_RAT Myosin regulatory light chain 12B OS=Rattus norvegicus OX=10116 GN=Myl12b PE=4 SV=1;sp|P18666|ML12B_RAT Myosin regulatory light chain 12B OS=Rattus norvegicus OX=10116 GN=Myl12b PE=1 SV=3;sp|P13832|MRLCA_RAT Myosin regulatory l	5	8	8	8	8	8	8	50.6	50.6	50.6	19.779	172	172;172;172;172;171	4.25	2	1	2				1	1	1				0	89.841	149240	159220	146670	180630	158450	110300	136560	150700	152100	179970	163450	106950	11	11	11	11	11	11	149240	159220	146670	180630	158450	110300	136560	150700	152100	179970	163450	106950	11	11	11	11	11	11	50.6	908540000	908540000	13				672	2911;3885;5631;6936;6937;9310;11003;18703	True;True;True;True;True;True;True;True	3004;4013;5842;7190;7191;9660;11440;19461	4288;5874;8686;10568;10569;13889;16640;27874	5771;7890;7891;7892;7893;11991;14496;14497;14498;18906;22829;38112;38113	5771;7890;11991;14496;14498;18906;22829;38112		
tr|A0A0G2K5G2|A0A0G2K5G2_RAT;tr|Q9EQS4|Q9EQS4_RAT;tr|A0A0G2K3C5|A0A0G2K3C5_RAT;sp|P18757|CGL_RAT	tr|A0A0G2K5G2|A0A0G2K5G2_RAT;tr|Q9EQS4|Q9EQS4_RAT;tr|A0A0G2K3C5|A0A0G2K3C5_RAT;sp|P18757|CGL_RAT	2;2;2;2	2;2;2;2	2;2;2;2	tr|A0A0G2K5G2|A0A0G2K5G2_RAT Cystathionine gamma-lyase OS=Rattus norvegicus OX=10116 GN=LOC103691744 PE=1 SV=1;tr|Q9EQS4|Q9EQS4_RAT Cystathionase (Cystathionine gamma-lyase) OS=Rattus norvegicus OX=10116 GN=LOC103691744 PE=1 SV=2;tr|A0A0G2K3C5|A0A0G2K3C5_R	4	2	2	2	2	2	2	8.3	8.3	8.3	38.458	350	350;398;398;398	6			1						1				0	10.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.3	44266000	44266000	2				673	3243;30696	True;True	3354;32142	4838;45660	6532;62194	6532;62194		
sp|P18886|CPT2_RAT	sp|P18886|CPT2_RAT	13	13	2	sp|P18886|CPT2_RAT Carnitine O-palmitoyltransferase 2, mitochondrial OS=Rattus norvegicus OX=10116 GN=Cpt2 PE=1 SV=1	1	13	13	2	13	13	2	27.4	27.4	5.5	74.109	658	658	5.16	2	2	2	2	3	3	1	1	1	1	1		0	192.77	105990	107360	96269	110060	104700	84250	96986	101620	99927	110170	108000	81247	11	11	11	11	11	11	105990	107360	96269	110060	104700	84250	96986	101620	99927	110170	108000	81247	11	11	11	11	11	11	27.4	1108600000	1108600000	23				674	2877;3713;4445;5042;5436;5560;6866;9426;28571;28603;32830;32894;33028	True;True;True;True;True;True;True;True;True;True;True;True;True	2969;3836;4592;5224;5225;5636;5765;5766;7118;9784;29899;29932;34373;34444;34582	4234;5607;6799;7708;7709;7710;8395;8581;8582;10469;10470;14113;42419;42420;42460;42461;48894;48988;49211	5704;7560;9327;10565;10566;10567;10568;11618;11865;11866;14366;14367;19257;57809;57810;57811;57812;57863;57864;66683;66801;67109;67110	5704;7560;9327;10567;11618;11865;14367;19257;57811;57864;66683;66801;67109	428;429	135;548
tr|G3V933|G3V933_RAT;sp|P18901|DRD1_RAT	tr|G3V933|G3V933_RAT;sp|P18901|DRD1_RAT	1;1	1;1	1;1	tr|G3V933|G3V933_RAT D(1A) dopamine receptor OS=Rattus norvegicus OX=10116 GN=Drd1 PE=3 SV=1;sp|P18901|DRD1_RAT D(1A) dopamine receptor OS=Rattus norvegicus OX=10116 GN=Drd1 PE=1 SV=2	2	1	1	1	1	1	1	2.7	2.7	2.7	49.452	446	446;446	11											1		0	6.2782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	18324000	18324000	1				675	14648	True	15253	22056	30252	30252		
sp|P19103|PPR1A_RAT	sp|P19103|PPR1A_RAT	1	1	1	sp|P19103|PPR1A_RAT Protein phosphatase 1 regulatory subunit 1A OS=Rattus norvegicus OX=10116 GN=Ppp1r1a PE=1 SV=1	1	1	1	1	1	1	1	8.2	8.2	8.2	18.738	171	171	12												1	0.0004914	2.2195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.2	14821000	14821000	1				676	6996	True	7254	10642	14585	14585		
tr|Q66HI5|Q66HI5_RAT;sp|P19132|FRIH_RAT	tr|Q66HI5|Q66HI5_RAT;sp|P19132|FRIH_RAT	9;9	9;9	9;9	tr|Q66HI5|Q66HI5_RAT Ferritin OS=Rattus norvegicus OX=10116 GN=Fth1 PE=1 SV=2;sp|P19132|FRIH_RAT Ferritin heavy chain OS=Rattus norvegicus OX=10116 GN=Fth1 PE=1 SV=3	2	9	9	9	9	9	9	46.7	46.7	46.7	21.099	182	182;182	5.7	2		1	1		2	1		2		1		0	145.03	24208	26398	23601	27355	23523	25051	22153	24972	24502	27320	24604	23954	9	9	9	9	9	9	24208	26398	23601	27355	23523	25051	22153	24972	24502	27320	24604	23954	9	9	9	9	9	9	46.7	1773900000	1773900000	14				677	6837;6838;13021;13641;20418;23410;27221;29218;32696	True;True;True;True;True;True;True;True;True	7089;7090;13549;14195;21274;24534;28482;30581;34233	10434;10435;10436;19561;20480;30339;35162;40391;43363;48694	14324;14325;14326;14327;14328;26769;26770;28009;41410;48296;55019;55020;59066;66404	14325;14328;26769;28009;41410;48296;55019;59066;66404		
sp|P19139|CSK21_RAT	sp|P19139|CSK21_RAT	14	14	14	sp|P19139|CSK21_RAT Casein kinase II subunit alpha OS=Rattus norvegicus OX=10116 GN=Csnk2a1 PE=1 SV=2	1	14	14	14	14	14	14	43.2	43.2	43.2	45.073	391	391	6.79	1	1		1	1	3	1	1	2	1	2		0	236.44	134820	136410	126440	158810	143500	122620	123360	129170	131150	158170	148640	118010	17	17	17	17	17	17	134820	136410	126440	158810	143500	122620	123360	129170	131150	158170	148640	118010	17	17	17	17	17	17	43.2	1257000000	1257000000	21				678	5331;5722;7245;8990;9405;10288;10289;15427;17857;28784;30872;30873;32123;33292	True;True;True;True;True;True;True;True;True;True;True;True;True;True	5525;5937;7528;9332;9758;10684;10685;16063;18583;30131;32329;32330;33634;34858	8251;8824;11027;13444;14076;15503;15504;23311;26736;42731;45906;45907;47844;49692	11424;12170;15101;18303;19208;21227;21228;21229;21230;32014;36616;36617;36618;36619;58214;62522;62523;65257;65258;67755;67756	11424;12170;15101;18303;19208;21228;21230;32014;36618;58214;62522;62523;65257;67755	430	319
sp|P19234|NDUV2_RAT	sp|P19234|NDUV2_RAT	10	10	10	sp|P19234|NDUV2_RAT NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Rattus norvegicus OX=10116 GN=Ndufv2 PE=1 SV=2	1	10	10	10	10	10	10	46.4	46.4	46.4	27.378	248	248	5.33	6	2	3	2		6	3	3	1	2	1	1	0	323.31	195550	210360	188430	226460	203950	171270	178940	199020	195740	225960	211180	164930	30	30	30	30	30	30	195550	210360	188430	226460	203950	171270	178940	199020	195740	225960	211180	164930	30	30	30	30	30	30	46.4	9092000000	9092000000	44				679	66;4089;4993;5215;11123;22557;23389;29715;30319;32068	True;True;True;True;True;True;True;True;True;True	59;4230;5173;5406;11563;23648;24513;31104;31105;31746;33577;33578	77;78;79;80;6186;6187;6188;7645;7646;7647;7648;8080;8081;8082;16831;33842;33843;33844;33845;35138;44156;44157;44158;44159;45105;47709;47710;47711;47712;47713	96;97;98;99;100;101;102;8341;8342;8343;8344;8345;10477;10478;10479;10480;10481;11203;11204;11205;11206;23089;23090;23091;46477;46478;46479;46480;46481;48270;60127;60128;60129;60130;60131;60132;61420;65006;65007;65008;65009;65010;65011;65012	99;8344;10479;11206;23089;46477;48270;60130;61420;65010	431;432	109;120
sp|P19321|BXD_CBDP	sp|P19321|BXD_CBDP	2	2	2	sp|P19321|BXD_CBDP Botulinum neurotoxin type D OS=Clostridium botulinum D phage OX=29342 GN=botD PE=1 SV=1	1	2	2	2	2	2	2	1.6	1.6	1.6	146.87	1276	1276	9								1		1			0	2.902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6	21677000	21677000	2				680	13041;15186	True;True	13569;15808	19596;22932	26818;31502	26818;31502		
sp|P19335|MYF6_RAT	sp|P19335|MYF6_RAT	1	1	1	sp|P19335|MYF6_RAT Myogenic factor 6 OS=Rattus norvegicus OX=10116 GN=Myf6 PE=1 SV=1	1	1	1	1	1	1	1	2.9	2.9	2.9	26.986	242	242	5					1								0.0053538	1.6452	866.13	282.45	679.08	713.1	683.14	527.5	791.97	277.44	669.97	716.78	703.7	509.45	1	1	1	1	1	1	866.13	282.45	679.08	713.1	683.14	527.5	791.97	277.44	669.97	716.78	703.7	509.45	1	1	1	1	1	1	2.9	6371700	6371700	1				681	19001	True	19763	28255	38608	38608		
tr|A0A0G2K1N3|A0A0G2K1N3_RAT;tr|Q5M893|Q5M893_RAT;sp|P19356|HEM3_RAT	tr|A0A0G2K1N3|A0A0G2K1N3_RAT;tr|Q5M893|Q5M893_RAT;sp|P19356|HEM3_RAT	1;1;1	1;1;1	1;1;1	tr|A0A0G2K1N3|A0A0G2K1N3_RAT Porphobilinogen deaminase OS=Rattus norvegicus OX=10116 GN=Hmbs PE=1 SV=1;tr|Q5M893|Q5M893_RAT Hydroxymethylbilane synthase OS=Rattus norvegicus OX=10116 GN=Hmbs PE=1 SV=1;sp|P19356|HEM3_RAT Porphobilinogen deaminase OS=Rattus 	3	1	1	1	1	1	1	2.3	2.3	2.3	37.794	344	344;361;361	7							1						0.0095455	1.4087	2310.1	2061.6	1837.8	1894.3	3207.6	2468.1	2113.5	1952.8	1906.1	1929.8	3239.7	2383.9	1	1	1	1	1	1	2310.1	2061.6	1837.8	1894.3	3207.6	2468.1	2113.5	1952.8	1906.1	1929.8	3239.7	2383.9	1	1	1	1	1	1	2.3	17016000	17016000	1				682	15506	True	16143	23420	32182	32182		
sp|P19468|GSH1_RAT	sp|P19468|GSH1_RAT	6	6	6	sp|P19468|GSH1_RAT Glutamate--cysteine ligase catalytic subunit OS=Rattus norvegicus OX=10116 GN=Gclc PE=1 SV=2	1	6	6	6	6	6	6	11.9	11.9	11.9	72.618	637	637	4.71	1	2	1					2	1				0	12.307	33076	30163	26918	32091	29272	27053	30262	28568	27990	32038	30382	25973	4	4	4	4	4	4	33076	30163	26918	32091	29272	27053	30262	28568	27990	32038	30382	25973	4	4	4	4	4	4	11.9	70225000	70225000	8				683	3568;8762;11983;25891;31419;32215	True;True;True;True;True;True	3687;9097;12459;27085;32904;33730	5288;13127;18057;38555;38556;46706;47974	7106;7107;17884;24702;52670;52671;63632;65438	7107;17884;24702;52670;63632;65438		
sp|P19490|GRIA1_RAT;tr|M0R5P7|M0R5P7_RAT;tr|A0A0G2K798|A0A0G2K798_RAT	sp|P19490|GRIA1_RAT;tr|M0R5P7|M0R5P7_RAT;tr|A0A0G2K798|A0A0G2K798_RAT	18;15;15	13;10;10	4;1;1	sp|P19490|GRIA1_RAT Glutamate receptor 1 OS=Rattus norvegicus OX=10116 GN=Gria1 PE=1 SV=2;tr|M0R5P7|M0R5P7_RAT Glutamate receptor 1 OS=Rattus norvegicus OX=10116 GN=Gria1 PE=3 SV=2;tr|A0A0G2K798|A0A0G2K798_RAT Glutamate receptor 1 OS=Rattus norvegicus OX=1	3	18	13	4	18	13	4	23.6	17.6	5	101.58	907	907;754;831	5.43	3	2			2		3	1	2			1	0	47.827	54206	55718	47847	60556	55149	41253	49600	52699	49947	60297	56892	39887	7	7	7	7	7	7	54206	55718	47847	60556	55149	41253	49600	52699	49947	60297	56892	39887	7	7	7	7	7	7	23.6	573780000	573780000	16				684	580;8399;11903;13083;17164;18673;20618;21049;21158;21451;22086;22511;23578;24682;29611;30335;32520;33418	True;True;False;True;True;True;True;False;True;True;True;True;True;False;True;False;False;True	589;8722;12377;13614;17863;19429;21527;22064;22065;22186;22490;23158;23599;24704;25834;30998;30999;31763;34042;34991	873;12652;17952;19662;25733;27826;30747;31585;31586;31754;32195;33176;33783;35355;36914;36915;44014;44015;45125;48420;50031	1194;17244;24566;26910;35232;38041;41999;42000;43237;43238;43454;44026;45562;46409;48522;48523;50576;50577;59947;59948;61446;66043;68284	1194;17244;24566;26910;35232;38041;42000;43238;43454;44026;45562;46409;48522;50576;59948;61446;66043;68284	433;434	421;643
